Id,Label,timeset,componentid,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
2706,16265,,0,2,2,4,2,2,4
2707,10918,,0,3,3,6,3,3,6
2708,1966,,0,3,3,6,3,3,6
2709,8048,,0,3,3,6,3,3,6
2710,15717,,0,3,3,6,3,3,6
2711,3553,,0,2,2,4,2,2,4
2712,15571,,0,6,6,12,6,6,12
2713,20253,,0,2,2,4,2,2,4
2714,2806,,0,2,2,4,2,2,4
2715,9209,,0,2,2,4,2,2,4
2716,17149,,0,6,6,12,6,6,12
2717,10496,,0,7,7,14,7,7,14
2718,10497,,0,1,1,2,1,1,2
2719,5629,,0,4,4,8,4,4,8
2720,3948,,0,2,2,4,2,2,4
2721,13683,,0,3,3,6,3,3,6
2722,21203,,0,4,4,8,4,4,8
2723,21778,,0,3,3,6,3,3,6
2724,3451,,0,1,1,2,1,1,2
2725,7038,,0,2,2,4,2,2,4
2726,19710,,0,3,3,6,3,3,6
2727,23163,,0,3,3,6,3,3,6
2728,23225,,0,3,3,6,3,3,6
2729,3683,,0,1,1,2,1,1,2
2730,3845,,0,1,1,2,1,1,2
2731,6748,,0,2,2,4,2,2,4
2732,14664,,0,1,1,2,1,1,2
2733,16065,,0,1,1,2,1,1,2
2734,16963,,0,1,1,2,1,1,2
2735,20650,,0,2,2,4,2,2,4
2736,4032,,0,2,2,4,2,2,4
2737,19703,,0,3,3,6,3,3,6
2738,11495,,0,3,3,6,3,3,6
2739,5415,,0,1,1,2,1,1,2
2740,165,,0,2,2,4,2,2,4
2741,293,,0,2,2,4,2,2,4
2742,3228,,0,6,6,12,6,6,12
2743,6556,,0,3,3,6,3,3,6
2744,17194,,0,5,5,10,5,5,10
2745,183,,0,1,1,2,1,1,2
2746,9946,,0,2,2,4,2,2,4
2747,1862,,0,1,1,2,1,1,2
2748,3194,,0,1,1,2,1,1,2
2749,3532,,0,1,1,2,1,1,2
2750,5400,,0,1,1,2,1,1,2
2751,17934,,0,1,1,2,1,1,2
2752,24129,,0,1,1,2,1,1,2
2753,4351,,0,9,9,18,9,9,18
2754,3875,,0,1,1,2,1,1,2
2755,1104,,0,2,2,4,2,2,4
2756,5427,,0,1,1,2,1,1,2
2757,13529,,0,1,1,2,1,1,2
2758,8541,,0,8,8,16,8,8,16
2759,11898,,0,1,1,2,1,1,2
2760,1028,,0,7,7,14,7,7,14
2761,9924,,0,5,5,10,5,5,10
2762,12262,,0,5,5,10,5,5,10
2763,2526,,0,6,6,12,6,6,12
2764,7853,,0,6,6,12,6,6,12
2765,14976,,0,6,6,12,6,6,12
2766,24781,,0,10,10,20,10,10,20
2767,21853,,0,5,5,10,5,5,10
2768,24489,,0,7,7,14,7,7,14
2769,884,,0,2,2,4,2,2,4
2770,5469,,0,3,3,6,3,3,6
2771,5575,,0,3,3,6,3,3,6
2772,10183,,0,1,1,2,1,1,2
2773,10966,,0,6,6,12,6,6,12
2774,16624,,0,3,3,6,3,3,6
2775,24699,,0,4,4,8,4,4,8
2776,18122,,0,13,13,26,13,13,26
2777,8593,,0,3,3,6,3,3,6
2778,17923,,0,4,4,8,4,4,8
2779,24240,,0,8,8,16,8,8,16
2780,13153,,0,4,4,8,4,4,8
2781,6073,,0,2,2,4,2,2,4
2782,5202,,0,3,3,6,3,3,6
2783,20787,,0,6,6,12,6,6,12
2784,114,,0,1,1,2,1,1,2
2785,2348,,0,1,1,2,1,1,2
2786,6631,,0,1,1,2,1,1,2
2787,11979,,0,3,3,6,3,3,6
2788,17273,,0,5,5,10,5,5,10
2789,4290,,0,1,1,2,1,1,2
2790,8200,,0,2,2,4,2,2,4
2791,12302,,0,2,2,4,2,2,4
2792,21017,,0,1,1,2,1,1,2
2793,1029,,0,2,2,4,2,2,4
2794,3819,,0,1,1,2,1,1,2
2795,1045,,0,1,1,2,1,1,2
2796,6265,,0,1,1,2,1,1,2
2797,2622,,0,1,1,2,1,1,2
2798,23066,,0,3,3,6,3,3,6
2799,14500,,0,2,2,4,2,2,4
2800,17918,,0,2,2,4,2,2,4
2801,12866,,0,3,3,6,3,3,6
2802,20196,,0,2,2,4,2,2,4
2803,3754,,0,3,3,6,3,3,6
2804,3821,,0,1,1,2,1,1,2
2805,21663,,0,2,2,4,2,2,4
2806,22203,,0,3,3,6,3,3,6
2807,1600,,0,2,2,4,2,2,4
2808,15905,,0,1,1,2,1,1,2
2809,21635,,0,2,2,4,2,2,4
2810,21658,,0,1,1,2,1,1,2
2811,23490,,0,2,2,4,2,2,4
2812,16543,,0,8,8,16,8,8,16
2813,238,,0,4,4,8,4,4,8
2814,4793,,0,7,7,14,7,7,14
2815,15516,,0,5,5,10,5,5,10
2816,16553,,0,4,4,8,4,4,8
2817,16563,,0,4,4,8,4,4,8
2818,16565,,0,4,4,8,4,4,8
2819,22964,,0,3,3,6,3,3,6
2820,8442,,0,2,2,4,2,2,4
2821,10412,,0,2,2,4,2,2,4
2822,15125,,0,3,3,6,3,3,6
2823,21220,,0,11,11,22,11,11,22
2824,14316,,0,3,3,6,3,3,6
2825,3119,,0,2,2,4,2,2,4
2826,19004,,0,2,2,4,2,2,4
2827,491,,0,11,11,22,11,11,22
2828,1124,,0,7,7,14,7,7,14
2829,1818,,0,3,3,6,3,3,6
2830,5739,,0,4,4,8,4,4,8
2831,17039,,0,3,3,6,3,3,6
2832,22028,,0,5,5,10,5,5,10
2833,23454,,0,1,1,2,1,1,2
2834,1267,,0,4,4,8,4,4,8
2835,18102,,0,4,4,8,4,4,8
2836,3321,,0,3,3,6,3,3,6
2837,1151,,0,13,13,26,13,13,26
2838,2410,,0,13,13,26,13,13,26
2839,3843,,0,19,19,38,19,19,38
2840,6301,,0,13,13,26,13,13,26
2841,10247,,0,1,1,2,1,1,2
2842,15414,,0,13,13,26,13,13,26
2843,18743,,0,13,13,26,13,13,26
2844,22032,,0,13,13,26,13,13,26
2845,22903,,0,15,15,30,15,15,30
2846,23674,,0,13,13,26,13,13,26
2847,24294,,0,13,13,26,13,13,26
2848,24706,,0,13,13,26,13,13,26
2849,25998,,0,15,15,30,15,15,30
2850,18215,,0,11,11,22,11,11,22
2851,4640,,0,3,3,6,3,3,6
2852,19248,,0,3,3,6,3,3,6
2853,7126,,0,2,2,4,2,2,4
2854,13970,,0,1,1,2,1,1,2
2855,882,,0,4,4,8,4,4,8
2856,1498,,0,3,3,6,3,3,6
2857,3033,,0,3,3,6,3,3,6
2858,3048,,0,5,5,10,5,5,10
2859,3511,,0,2,2,4,2,2,4
2860,7091,,0,3,3,6,3,3,6
2861,14707,,0,8,8,16,8,8,16
2862,18340,,0,1,1,2,1,1,2
2863,2085,,0,4,4,8,4,4,8
2864,2568,,0,5,5,10,5,5,10
2865,3099,,0,5,5,10,5,5,10
2866,4468,,0,2,2,4,2,2,4
2867,9892,,0,6,6,12,6,6,12
2868,10358,,0,3,3,6,3,3,6
2869,10458,,0,7,7,14,7,7,14
2870,11011,,0,7,7,14,7,7,14
2871,13971,,0,2,2,4,2,2,4
2872,18783,,0,2,2,4,2,2,4
2873,20552,,0,4,4,8,4,4,8
2874,20553,,0,2,2,4,2,2,4
2875,23355,,0,3,3,6,3,3,6
2876,25086,,0,10,10,20,10,10,20
2877,25180,,0,2,2,4,2,2,4
2878,25785,,0,6,6,12,6,6,12
2879,95,,0,2,2,4,2,2,4
2880,11109,,0,2,2,4,2,2,4
2881,21562,,0,2,2,4,2,2,4
2882,75,,0,1,1,2,1,1,2
2883,12260,,0,2,2,4,2,2,4
2884,25491,,0,2,2,4,2,2,4
2885,25844,,0,1,1,2,1,1,2
2886,6184,,0,1,1,2,1,1,2
2887,19442,,0,4,4,8,4,4,8
2888,22728,,0,1,1,2,1,1,2
2889,21547,,0,3,3,6,3,3,6
2890,9126,,0,3,3,6,3,3,6
2891,11610,,0,3,3,6,3,3,6
2892,18558,,0,1,1,2,1,1,2
2893,2190,,0,4,4,8,4,4,8
2894,14933,,0,4,4,8,4,4,8
2895,1109,,0,3,3,6,3,3,6
2896,10655,,0,3,3,6,3,3,6
2897,12742,,0,4,4,8,4,4,8
2898,18445,,0,1,1,2,1,1,2
2899,25125,,0,4,4,8,4,4,8
2900,4625,,0,1,1,2,1,1,2
2901,20959,,0,1,1,2,1,1,2
2902,10539,,0,4,4,8,4,4,8
2903,8476,,0,1,1,2,1,1,2
2904,2143,,0,1,1,2,1,1,2
2905,10388,,0,2,2,4,2,2,4
2906,1497,,0,2,2,4,2,2,4
2907,16890,,0,1,1,2,1,1,2
2908,1915,,0,1,1,2,1,1,2
2909,15186,,0,1,1,2,1,1,2
2910,2877,,0,3,3,6,3,3,6
2911,21154,,0,2,2,4,2,2,4
2912,11944,,0,2,2,4,2,2,4
2913,16429,,0,6,6,12,6,6,12
2914,25784,,0,2,2,4,2,2,4
2915,10986,,0,1,1,2,1,1,2
2916,14414,,0,2,2,4,2,2,4
2917,22119,,0,3,3,6,3,3,6
2918,8523,,0,2,2,4,2,2,4
2919,13749,,0,4,4,8,4,4,8
2920,11822,,0,1,1,2,1,1,2
2921,21016,,0,1,1,2,1,1,2
2922,21169,,0,1,1,2,1,1,2
2923,820,,0,2,2,4,2,2,4
2924,3953,,0,4,4,8,4,4,8
2925,4483,,0,7,7,14,7,7,14
2926,1098,,0,3,3,6,3,3,6
2927,16107,,0,1,1,2,1,1,2
2928,26171,,0,1,1,2,1,1,2
2929,4139,,0,4,4,8,4,4,8
2930,20002,,0,4,4,8,4,4,8
2931,4247,,0,3,3,6,3,3,6
2932,4250,,0,3,3,6,3,3,6
2933,11379,,0,8,8,16,8,8,16
2934,12712,,0,3,3,6,3,3,6
2935,14324,,0,2,2,4,2,2,4
2936,21409,,0,6,6,12,6,6,12
2937,22696,,0,2,2,4,2,2,4
2938,23714,,0,2,2,4,2,2,4
2939,8378,,0,1,1,2,1,1,2
2940,7584,,0,3,3,6,3,3,6
2941,12049,,0,3,3,6,3,3,6
2942,17382,,0,3,3,6,3,3,6
2943,10850,,0,1,1,2,1,1,2
2944,5062,,0,1,1,2,1,1,2
2945,19881,,0,1,1,2,1,1,2
2946,4712,,0,1,1,2,1,1,2
2947,11017,,0,1,1,2,1,1,2
2948,26173,,0,2,2,4,2,2,4
2949,748,,0,1,1,2,1,1,2
2950,140,,0,6,6,12,6,6,12
2951,17304,,0,4,4,8,4,4,8
2952,18587,,0,4,4,8,4,4,8
2953,19404,,0,6,6,12,6,6,12
2954,10478,,0,1,1,2,1,1,2
2955,16675,,0,1,1,2,1,1,2
2956,3007,,0,2,2,4,2,2,4
2957,25537,,0,3,3,6,3,3,6
2958,21546,,0,1,1,2,1,1,2
2959,3876,,0,3,3,6,3,3,6
2960,9338,,0,1,1,2,1,1,2
2961,12611,,0,5,5,10,5,5,10
2962,12861,,0,3,3,6,3,3,6
2963,17208,,0,2,2,4,2,2,4
2964,21929,,0,2,2,4,2,2,4
2965,1153,,0,1,1,2,1,1,2
2966,4183,,0,1,1,2,1,1,2
2967,6010,,0,2,2,4,2,2,4
2968,12370,,0,3,3,6,3,3,6
2969,16834,,0,2,2,4,2,2,4
2970,16853,,0,3,3,6,3,3,6
2971,21199,,0,2,2,4,2,2,4
2972,22299,,0,4,4,8,4,4,8
2973,22309,,0,3,3,6,3,3,6
2974,4148,,0,2,2,4,2,2,4
2975,9863,,0,2,2,4,2,2,4
2976,20248,,0,2,2,4,2,2,4
2977,23135,,0,1,1,2,1,1,2
2978,2451,,0,1,1,2,1,1,2
2979,11227,,0,3,3,6,3,3,6
2980,15258,,0,6,6,12,6,6,12
2981,7071,,0,3,3,6,3,3,6
2982,8195,,0,4,4,8,4,4,8
2983,15951,,0,5,5,10,5,5,10
2984,400,,0,1,1,2,1,1,2
2985,4379,,0,3,3,6,3,3,6
2986,6541,,0,3,3,6,3,3,6
2987,8216,,0,3,3,6,3,3,6
2988,14498,,0,1,1,2,1,1,2
2989,6878,,0,3,3,6,3,3,6
2990,283,,0,2,2,4,2,2,4
2991,1880,,0,1,1,2,1,1,2
2992,15961,,0,1,1,2,1,1,2
2993,14690,,0,8,8,16,8,8,16
2994,22254,,0,1,1,2,1,1,2
2995,749,,0,1,1,2,1,1,2
2996,3607,,0,2,2,4,2,2,4
2997,8031,,0,4,4,8,4,4,8
2998,15907,,0,1,1,2,1,1,2
2999,19164,,0,4,4,8,4,4,8
3000,3073,,0,1,1,2,1,1,2
3001,7246,,0,2,2,4,2,2,4
3002,17240,,0,2,2,4,2,2,4
3003,25091,,0,1,1,2,1,1,2
3004,113,,0,4,4,8,4,4,8
3005,1550,,0,3,3,6,3,3,6
3006,20952,,0,3,3,6,3,3,6
3007,24280,,0,3,3,6,3,3,6
3008,4988,,0,3,3,6,3,3,6
3009,17125,,0,3,3,6,3,3,6
3010,18094,,0,2,2,4,2,2,4
3011,20947,,0,3,3,6,3,3,6
3012,16415,,0,6,6,12,6,6,12
3013,7046,,0,6,6,12,6,6,12
3014,14710,,0,6,6,12,6,6,12
3015,15682,,0,6,6,12,6,6,12
3016,17157,,0,6,6,12,6,6,12
3017,23093,,0,6,6,12,6,6,12
3018,1499,,0,2,2,4,2,2,4
3019,20261,,0,2,2,4,2,2,4
3020,24002,,0,1,1,2,1,1,2
3021,23653,,0,1,1,2,1,1,2
3022,22462,,0,4,4,8,4,4,8
3023,24122,,0,1,1,2,1,1,2
3024,3721,,0,2,2,4,2,2,4
3025,16278,,0,3,3,6,3,3,6
3026,24705,,0,7,7,14,7,7,14
3027,22147,,0,6,6,12,6,6,12
3028,2169,,0,5,5,10,5,5,10
3029,5938,,0,3,3,6,3,3,6
3030,16084,,0,1,1,2,1,1,2
3031,19581,,0,1,1,2,1,1,2
3032,23306,,0,4,4,8,4,4,8
3033,20383,,0,5,5,10,5,5,10
3034,864,,0,1,1,2,1,1,2
3035,26013,,0,3,3,6,3,3,6
3036,16213,,0,3,3,6,3,3,6
3037,24870,,0,4,4,8,4,4,8
3038,6703,,0,3,3,6,3,3,6
3039,12803,,0,2,2,4,2,2,4
3040,15596,,0,3,3,6,3,3,6
3041,17592,,0,2,2,4,2,2,4
3042,18920,,0,6,6,12,6,6,12
3043,19078,,0,3,3,6,3,3,6
3044,16335,,0,1,1,2,1,1,2
3045,21100,,0,6,6,12,6,6,12
3046,20086,,0,2,2,4,2,2,4
3047,21772,,0,3,3,6,3,3,6
3048,25540,,0,8,8,16,8,8,16
3049,10352,,0,1,1,2,1,1,2
3050,8520,,0,2,2,4,2,2,4
3051,16177,,0,3,3,6,3,3,6
3052,5060,,0,1,1,2,1,1,2
3053,1608,,0,2,2,4,2,2,4
3054,20030,,0,7,7,14,7,7,14
3055,8511,,0,8,8,16,8,8,16
3056,2773,,0,5,5,10,5,5,10
3057,6529,,0,5,5,10,5,5,10
3058,6543,,0,5,5,10,5,5,10
3059,24341,,0,1,1,2,1,1,2
3060,834,,0,3,3,6,3,3,6
3061,2490,,0,5,5,10,5,5,10
3062,5570,,0,3,3,6,3,3,6
3063,3193,,0,7,7,14,7,7,14
3064,19469,,0,2,2,4,2,2,4
3065,8630,,0,1,1,2,1,1,2
3066,22815,,0,10,10,20,10,10,20
3067,11293,,0,13,13,26,13,13,26
3068,8726,,0,2,2,4,2,2,4
3069,9491,,0,4,4,8,4,4,8
3070,11405,,0,2,2,4,2,2,4
3071,15196,,0,2,2,4,2,2,4
3072,15938,,0,3,3,6,3,3,6
3073,17126,,0,2,2,4,2,2,4
3074,17764,,0,7,7,14,7,7,14
3075,25615,,0,2,2,4,2,2,4
3076,80,,0,2,2,4,2,2,4
3077,8742,,0,3,3,6,3,3,6
3078,23063,,0,2,2,4,2,2,4
3079,10807,,0,2,2,4,2,2,4
3080,21466,,0,6,6,12,6,6,12
3081,9629,,0,12,12,24,12,12,24
3082,10153,,0,4,4,8,4,4,8
3083,15209,,0,2,2,4,2,2,4
3084,15669,,0,3,3,6,3,3,6
3085,17984,,0,6,6,12,6,6,12
3086,8871,,0,2,2,4,2,2,4
3087,17090,,0,2,2,4,2,2,4
3088,3631,,0,1,1,2,1,1,2
3089,13684,,0,3,3,6,3,3,6
3090,18283,,0,3,3,6,3,3,6
3091,19301,,0,3,3,6,3,3,6
3092,25152,,0,2,2,4,2,2,4
3093,22436,,0,2,2,4,2,2,4
3094,9504,,0,2,2,4,2,2,4
3095,5359,,0,2,2,4,2,2,4
3096,24034,,0,3,3,6,3,3,6
3097,19962,,0,2,2,4,2,2,4
3098,5225,,0,6,6,12,6,6,12
3099,7093,,0,2,2,4,2,2,4
3100,8000,,0,2,2,4,2,2,4
3101,17395,,0,1,1,2,1,1,2
3102,18582,,0,1,1,2,1,1,2
3103,22375,,0,3,3,6,3,3,6
3104,23419,,0,1,1,2,1,1,2
3105,244,,0,7,7,14,7,7,14
3106,16900,,0,3,3,6,3,3,6
3107,22246,,0,3,3,6,3,3,6
3108,3752,,0,3,3,6,3,3,6
3109,4650,,0,2,2,4,2,2,4
3110,24174,,0,3,3,6,3,3,6
3111,24149,,0,1,1,2,1,1,2
3112,10467,,0,3,3,6,3,3,6
3113,13175,,0,2,2,4,2,2,4
3114,20892,,0,4,4,8,4,4,8
3115,21816,,0,2,2,4,2,2,4
3116,5830,,0,2,2,4,2,2,4
3117,3188,,0,1,1,2,1,1,2
3118,14371,,0,1,1,2,1,1,2
3119,15774,,0,1,1,2,1,1,2
3120,2826,,0,5,5,10,5,5,10
3121,8206,,0,1,1,2,1,1,2
3122,12865,,0,1,1,2,1,1,2
3123,17688,,0,5,5,10,5,5,10
3124,364,,0,4,4,8,4,4,8
3125,3292,,0,1,1,2,1,1,2
3126,10391,,0,2,2,4,2,2,4
3127,2352,,0,1,1,2,1,1,2
3128,939,,0,1,1,2,1,1,2
3129,1834,,0,2,2,4,2,2,4
3130,5056,,0,2,2,4,2,2,4
3131,13664,,0,5,5,10,5,5,10
3132,14037,,0,1,1,2,1,1,2
3133,16940,,0,3,3,6,3,3,6
3134,19613,,0,3,3,6,3,3,6
3135,24121,,0,4,4,8,4,4,8
3136,3826,,0,2,2,4,2,2,4
3137,12369,,0,2,2,4,2,2,4
3138,13498,,0,1,1,2,1,1,2
3139,19111,,0,2,2,4,2,2,4
3140,22239,,0,2,2,4,2,2,4
3141,6033,,0,6,6,12,6,6,12
3142,23233,,0,8,8,16,8,8,16
3143,6533,,0,3,3,6,3,3,6
3144,8155,,0,5,5,10,5,5,10
3145,24204,,0,3,3,6,3,3,6
3146,10468,,0,1,1,2,1,1,2
3147,8398,,0,3,3,6,3,3,6
3148,9327,,0,4,4,8,4,4,8
3149,17950,,0,1,1,2,1,1,2
3150,18522,,0,1,1,2,1,1,2
3151,2475,,0,3,3,6,3,3,6
3152,3209,,0,2,2,4,2,2,4
3153,15973,,0,2,2,4,2,2,4
3154,21928,,0,3,3,6,3,3,6
3155,24765,,0,5,5,10,5,5,10
3156,19909,,0,2,2,4,2,2,4
3157,23474,,0,2,2,4,2,2,4
3158,1833,,0,2,2,4,2,2,4
3159,8177,,0,7,7,14,7,7,14
3160,12107,,0,2,2,4,2,2,4
3161,4819,,0,2,2,4,2,2,4
3162,7863,,0,2,2,4,2,2,4
3163,8596,,0,2,2,4,2,2,4
3164,13635,,0,4,4,8,4,4,8
3165,17848,,0,1,1,2,1,1,2
3166,4467,,0,1,1,2,1,1,2
3167,6316,,0,1,1,2,1,1,2
3168,17235,,0,2,2,4,2,2,4
3169,2124,,0,1,1,2,1,1,2
3170,3526,,0,2,2,4,2,2,4
3171,15786,,0,2,2,4,2,2,4
3172,1105,,0,1,1,2,1,1,2
3173,14985,,0,1,1,2,1,1,2
3174,29,,0,1,1,2,1,1,2
3175,16751,,0,1,1,2,1,1,2
3176,12053,,0,4,4,8,4,4,8
3177,880,,0,3,3,6,3,3,6
3178,13604,,0,1,1,2,1,1,2
3179,9095,,0,1,1,2,1,1,2
3180,12043,,0,2,2,4,2,2,4
3181,18742,,0,1,1,2,1,1,2
3182,22890,,0,3,3,6,3,3,6
3183,26044,,0,1,1,2,1,1,2
3184,10081,,0,5,5,10,5,5,10
3185,450,,0,1,1,2,1,1,2
3186,866,,0,2,2,4,2,2,4
3187,17825,,0,3,3,6,3,3,6
3188,20173,,0,2,2,4,2,2,4
3189,4052,,0,1,1,2,1,1,2
3190,3685,,0,2,2,4,2,2,4
3191,5485,,0,3,3,6,3,3,6
3192,23870,,0,5,5,10,5,5,10
3193,11902,,0,4,4,8,4,4,8
3194,23622,,0,1,1,2,1,1,2
3195,25057,,0,2,2,4,2,2,4
3196,25229,,0,1,1,2,1,1,2
3197,1322,,0,2,2,4,2,2,4
3198,10925,,0,3,3,6,3,3,6
3199,15195,,0,3,3,6,3,3,6
3200,16068,,0,2,2,4,2,2,4
3201,17467,,0,3,3,6,3,3,6
3202,25674,,0,1,1,2,1,1,2
3203,853,,0,4,4,8,4,4,8
3204,8441,,0,1,1,2,1,1,2
3205,16070,,0,1,1,2,1,1,2
3206,16087,,0,1,1,2,1,1,2
3207,17231,,0,2,2,4,2,2,4
3208,19434,,0,1,1,2,1,1,2
3209,23944,,0,1,1,2,1,1,2
3210,24499,,0,1,1,2,1,1,2
3211,6175,,0,3,3,6,3,3,6
3212,7072,,0,3,3,6,3,3,6
3213,9890,,0,1,1,2,1,1,2
3214,17981,,0,2,2,4,2,2,4
3215,18234,,0,3,3,6,3,3,6
3216,24332,,0,3,3,6,3,3,6
3217,18447,,0,2,2,4,2,2,4
3218,396,,0,4,4,8,4,4,8
3219,13616,,0,1,1,2,1,1,2
3220,15214,,0,3,3,6,3,3,6
3221,5529,,0,4,4,8,4,4,8
3222,15568,,0,6,6,12,6,6,12
3223,17163,,0,3,3,6,3,3,6
3224,22954,,0,3,3,6,3,3,6
3225,4000,,0,1,1,2,1,1,2
3226,9514,,0,1,1,2,1,1,2
3227,1959,,0,2,2,4,2,2,4
3228,9723,,0,2,2,4,2,2,4
3229,22879,,0,5,5,10,5,5,10
3230,2459,,0,1,1,2,1,1,2
3231,6380,,0,1,1,2,1,1,2
3232,13859,,0,8,8,16,8,8,16
3233,4141,,0,4,4,8,4,4,8
3234,9267,,0,3,3,6,3,3,6
3235,16091,,0,3,3,6,3,3,6
3236,17755,,0,2,2,4,2,2,4
3237,20053,,0,1,1,2,1,1,2
3238,22395,,0,3,3,6,3,3,6
3239,26168,,0,3,3,6,3,3,6
3240,1599,,0,1,1,2,1,1,2
3241,18237,,0,1,1,2,1,1,2
3242,9984,,0,3,3,6,3,3,6
3243,10967,,0,2,2,4,2,2,4
3244,16336,,0,2,2,4,2,2,4
3245,20435,,0,2,2,4,2,2,4
3246,20479,,0,2,2,4,2,2,4
3247,21433,,0,2,2,4,2,2,4
3248,25783,,0,7,7,14,7,7,14
3249,16011,,0,1,1,2,1,1,2
3250,22929,,0,1,1,2,1,1,2
3251,22993,,0,1,1,2,1,1,2
3252,14970,,0,2,2,4,2,2,4
3253,7039,,0,3,3,6,3,3,6
3254,12166,,0,3,3,6,3,3,6
3255,15960,,0,2,2,4,2,2,4
3256,18782,,0,5,5,10,5,5,10
3257,13389,,0,1,1,2,1,1,2
3258,26004,,0,7,7,14,7,7,14
3259,5862,,0,6,6,12,6,6,12
3260,7959,,0,2,2,4,2,2,4
3261,19642,,0,2,2,4,2,2,4
3262,7592,,0,3,3,6,3,3,6
3263,8179,,0,1,1,2,1,1,2
3264,6583,,0,25,25,50,25,25,50
3265,15974,,0,2,2,4,2,2,4
3266,17564,,0,1,1,2,1,1,2
3267,23883,,0,4,4,8,4,4,8
3268,4781,,0,3,3,6,3,3,6
3269,19697,,0,6,6,12,6,6,12
3270,25668,,0,1,1,2,1,1,2
3271,4878,,0,2,2,4,2,2,4
3272,5184,,0,3,3,6,3,3,6
3273,8643,,0,3,3,6,3,3,6
3274,11967,,0,4,4,8,4,4,8
3275,21779,,0,3,3,6,3,3,6
3276,24503,,0,2,2,4,2,2,4
3277,24942,,0,2,2,4,2,2,4
3278,2443,,0,13,13,26,13,13,26
3279,8625,,0,7,7,14,7,7,14
3280,14369,,0,10,10,20,10,10,20
3281,15395,,0,12,12,24,12,12,24
3282,17583,,0,6,6,12,6,6,12
3283,7769,,0,2,2,4,2,2,4
3284,15977,,0,1,1,2,1,1,2
3285,17118,,0,2,2,4,2,2,4
3286,13702,,0,6,6,12,6,6,12
3287,18152,,0,1,1,2,1,1,2
3288,19978,,0,3,3,6,3,3,6
3289,12868,,0,1,1,2,1,1,2
3290,17180,,0,1,1,2,1,1,2
3291,18154,,0,1,1,2,1,1,2
3292,17099,,0,1,1,2,1,1,2
3293,13864,,0,1,1,2,1,1,2
3294,6095,,0,3,3,6,3,3,6
3295,7446,,0,4,4,8,4,4,8
3296,25236,,0,3,3,6,3,3,6
3297,5731,,0,1,1,2,1,1,2
3298,2536,,0,4,4,8,4,4,8
3299,16041,,0,4,4,8,4,4,8
3300,25870,,0,1,1,2,1,1,2
3301,14033,,0,6,6,12,6,6,12
3302,2770,,0,4,4,8,4,4,8
3303,10991,,0,1,1,2,1,1,2
3304,17306,,0,4,4,8,4,4,8
3305,19924,,0,1,1,2,1,1,2
3306,25383,,0,1,1,2,1,1,2
3307,10004,,0,5,5,10,5,5,10
3308,25234,,0,3,3,6,3,3,6
3309,19964,,0,5,5,10,5,5,10
3310,2342,,0,3,3,6,3,3,6
3311,2516,,0,3,3,6,3,3,6
3312,21998,,0,4,4,8,4,4,8
3313,25571,,0,1,1,2,1,1,2
3314,5444,,0,2,2,4,2,2,4
3315,13931,,0,3,3,6,3,3,6
3316,21549,,0,2,2,4,2,2,4
3317,4847,,0,3,3,6,3,3,6
3318,10842,,0,3,3,6,3,3,6
3319,4143,,0,5,5,10,5,5,10
3320,6808,,0,4,4,8,4,4,8
3321,7802,,0,4,4,8,4,4,8
3322,17127,,0,3,3,6,3,3,6
3323,20554,,0,1,1,2,1,1,2
3324,21777,,0,2,2,4,2,2,4
3325,22108,,0,5,5,10,5,5,10
3326,23555,,0,4,4,8,4,4,8
3327,25718,,0,3,3,6,3,3,6
3328,19457,,0,1,1,2,1,1,2
3329,3174,,0,1,1,2,1,1,2
3330,6726,,0,1,1,2,1,1,2
3331,6813,,0,5,5,10,5,5,10
3332,13703,,0,2,2,4,2,2,4
3333,20854,,0,2,2,4,2,2,4
3334,12411,,0,4,4,8,4,4,8
3335,12645,,0,3,3,6,3,3,6
3336,16803,,0,3,3,6,3,3,6
3337,3291,,0,3,3,6,3,3,6
3338,5843,,0,3,3,6,3,3,6
3339,11213,,0,3,3,6,3,3,6
3340,25877,,0,2,2,4,2,2,4
3341,20515,,0,1,1,2,1,1,2
3342,12106,,0,2,2,4,2,2,4
3343,2340,,0,3,3,6,3,3,6
3344,20215,,0,2,2,4,2,2,4
3345,21333,,0,2,2,4,2,2,4
3346,2009,,0,6,6,12,6,6,12
3347,7309,,0,1,1,2,1,1,2
3348,8156,,0,1,1,2,1,1,2
3349,8403,,0,5,5,10,5,5,10
3350,12263,,0,1,1,2,1,1,2
3351,5519,,0,6,6,12,6,6,12
3352,5730,,0,1,1,2,1,1,2
3353,15252,,0,1,1,2,1,1,2
3354,21289,,0,2,2,4,2,2,4
3355,26167,,0,2,2,4,2,2,4
3356,22830,,0,2,2,4,2,2,4
3357,15172,,0,1,1,2,1,1,2
3358,3654,,0,3,3,6,3,3,6
3359,14154,,0,1,1,2,1,1,2
3360,15882,,0,1,1,2,1,1,2
3361,10186,,0,1,1,2,1,1,2
3362,4033,,0,3,3,6,3,3,6
3363,20782,,0,3,3,6,3,3,6
3364,23730,,0,3,3,6,3,3,6
3365,6185,,0,1,1,2,1,1,2
3366,24412,,0,9,9,18,9,9,18
3367,2950,,0,1,1,2,1,1,2
3368,2350,,0,2,2,4,2,2,4
3369,25405,,0,2,2,4,2,2,4
3370,5216,,0,3,3,6,3,3,6
